Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-26 00:00:00-05:00,145.32487136254838,146.34260397503567,145.28647271601574,145.96815490722656,24620100,0.0,0.0
2019-11-27 00:00:00-05:00,146.25620854868743,146.41942844858434,145.47850769902155,146.24661254882812,15184400,0.0,0.0
2019-11-29 00:00:00-05:00,146.0353785705277,146.22740111410093,145.24806709638227,145.34408569335938,11977300,0.0,0.0
2019-12-02 00:00:00-05:00,145.75694946724525,145.7761561188302,142.40611395961253,143.58706665039062,27418400,0.0,0.0
2019-12-03 00:00:00-05:00,141.60920406250946,143.47183902481288,140.80268586345358,143.35662841796875,24066000,0.0,0.0
2019-12-04 00:00:00-05:00,144.15355261914482,144.19195127573465,143.25103036025155,143.8751220703125,17574700,0.0,0.0
2019-12-05 00:00:00-05:00,144.06712955533658,144.32636807389702,143.51984986619598,143.951904296875,17869100,0.0,0.0
2019-12-06 00:00:00-05:00,144.9696644134037,145.81456669726865,144.2783714036336,145.69935607910156,16403500,0.0,0.0
2019-12-09 00:00:00-05:00,145.04647485439628,146.14101966665538,144.89285093152884,145.3249053955078,16687400,0.0,0.0
2019-12-10 00:00:00-05:00,145.2576436478919,145.8337258518629,144.74877738288177,145.10403442382812,16476100,0.0,0.0
2019-12-11 00:00:00-05:00,145.49771275609766,145.81455658446657,144.33596670246098,145.65133666992188,18856600,0.0,0.0
2019-12-12 00:00:00-05:00,145.60336018438102,147.32199697560495,144.99848969423303,147.12997436523438,24612100,0.0,0.0
2019-12-13 00:00:00-05:00,146.899505869198,148.7141462380375,146.73628595405597,148.36849975585938,23845400,0.0,0.0
2019-12-16 00:00:00-05:00,148.9253767490651,149.6838710260531,148.6469462209103,149.32862854003906,24144200,0.0,0.0
2019-12-17 00:00:00-05:00,149.25178620212318,149.50142867694709,148.29165889988965,148.5220947265625,25425600,0.0,0.0
2019-12-18 00:00:00-05:00,148.14765771036627,149.28060098693732,148.03243246247106,148.21485900878906,24129200,0.0,0.0
2019-12-19 00:00:00-05:00,147.85961013114562,149.55903962242184,147.61957829651715,149.50143432617188,24958900,0.0,0.0
2019-12-20 00:00:00-05:00,151.07607694162274,152.17062177049698,150.05832942496437,151.13368225097656,53477500,0.0,0.0
2019-12-23 00:00:00-05:00,151.8153646121753,151.8153646121753,150.99926497902302,151.13368225097656,17718200,0.0,0.0
2019-12-24 00:00:00-05:00,151.20089288739862,151.42173278738753,150.85524635957333,151.10488891601562,8989200,0.0,0.0
2019-12-26 00:00:00-05:00,151.27765714404129,152.40100434259048,151.12403325781742,152.34339904785156,14520600,0.0,0.0
2019-12-27 00:00:00-05:00,153.09234034697064,153.18835896552955,151.91138752069463,152.62188720703125,18412800,0.0,0.0
2019-12-30 00:00:00-05:00,152.6506599225829,152.67946257242454,150.48076263197004,151.3064727783203,16348400,0.0,0.0
2019-12-31 00:00:00-05:00,150.51918263061975,151.47931006908703,150.21193481812685,151.41209411621094,18369400,0.0,0.0
2020-01-02 00:00:00-05:00,152.44905180072578,154.32129760031822,152.0169973316481,154.21568298339844,22622100,0.0,0.0
2020-01-03 00:00:00-05:00,152.0074141038286,153.57241218557118,151.75777154264895,152.29544067382812,21116200,0.0,0.0
2020-01-06 00:00:00-05:00,150.81682600323813,152.75628761091752,150.269546308591,152.68907165527344,20813700,0.0,0.0
2020-01-07 00:00:00-05:00,152.9675019230838,153.3035377174133,151.0472471541797,151.296875,21634100,0.0,0.0
2020-01-08 00:00:00-05:00,152.5930358443577,154.38848398807485,151.65211512409599,153.706787109375,27746500,0.0,0.0
2020-01-09 00:00:00-05:00,155.38704330143966,155.75189646824933,154.60934230935305,155.6270751953125,21385000,0.0,0.0
2020-01-10 00:00:00-05:00,156.3279664097947,156.712011549218,154.75334324716343,154.90696716308594,20725900,0.0,0.0
2020-01-13 00:00:00-05:00,155.3101794966424,156.79837967198722,154.83011586913628,156.7695770263672,21626500,0.0,0.0
2020-01-14 00:00:00-05:00,156.87520622972133,157.0768394182311,155.27179532247365,155.6654510498047,23477400,0.0,0.0
2020-01-15 00:00:00-05:00,156.13591497796864,157.40329019339646,156.0879203276965,156.673583984375,21417900,0.0,0.0
2020-01-16 00:00:00-05:00,157.79696335381476,159.61160377578858,157.48971551604532,159.5443878173828,23865400,0.0,0.0
2020-01-17 00:00:00-05:00,160.74451951139056,160.792528809066,158.83386080680205,160.43728637695312,34371700,0.0,0.0
2020-01-21 00:00:00-05:00,160.0340219479692,161.4838236433876,159.79399010704623,159.8612060546875,29517200,0.0,0.0
2020-01-22 00:00:00-05:00,160.7253382154169,160.81176082501747,159.0739177374724,159.09312438964844,24138800,0.0,0.0
2020-01-23 00:00:00-05:00,159.56355193631458,160.14923015185786,158.68023661376034,160.07241821289062,19680800,0.0,0.0
2020-01-24 00:00:00-05:00,160.83094283811883,160.85014948910197,157.89295520412787,158.4594268798828,24918100,0.0,0.0
2020-01-27 00:00:00-05:00,154.72453007162534,156.86562479692714,153.81241193973966,155.80947875976562,32078100,0.0,0.0
2020-01-28 00:00:00-05:00,157.24966450594118,159.1507126571155,156.5679822556954,158.86268615722656,24899900,0.0,0.0
2020-01-29 00:00:00-05:00,161.14774494706558,162.0214642109011,159.08347733727064,161.3397674560547,34754500,0.0,0.0
2020-01-30 00:00:00-05:00,167.11015861335233,167.11015861335233,163.9801342556241,165.8907928466797,51597500,0.0,0.0
2020-01-31 00:00:00-05:00,165.3435679352896,165.52597985916864,162.8184278501726,163.4425048828125,36142700,0.0,0.0
2020-02-03 00:00:00-05:00,163.6344874274721,167.54221254010267,163.6056847807277,167.427001953125,30107000,0.0,0.0
2020-02-04 00:00:00-05:00,170.07698035422163,173.43742651709184,169.2800727918379,172.9381561279297,36433300,0.0,0.0
2020-02-05 00:00:00-05:00,176.6922443034712,176.85546420347484,171.2963330019594,172.72691345214844,39186300,0.0,0.0
2020-02-06 00:00:00-05:00,173.75425465222756,176.4906235693429,172.88053521268475,176.30819702148438,27751400,0.0,0.0
2020-02-07 00:00:00-05:00,175.5593350841494,178.22848860308235,175.2040779148174,176.557861328125,33529100,0.0,0.0
2020-02-10 00:00:00-05:00,176.26019296272437,181.31045790177254,175.94334915708328,181.17604064941406,35844300,0.0,0.0
2020-02-11 00:00:00-05:00,183.04829016730042,183.0962994692697,176.18338484677508,177.08590698242188,53159900,0.0,0.0
2020-02-12 00:00:00-05:00,178.1804446999164,178.43968320009577,174.59917359902084,177.3451385498047,47062900,0.0,0.0
2020-02-13 00:00:00-05:00,175.78010961361812,178.80450477894703,175.57847643241882,176.38499450683594,35295800,0.0,0.0
2020-02-14 00:00:00-05:00,175.94335177834245,178.0172305459551,175.36726945943383,177.95962524414062,23149500,0.0,0.0
2020-02-18 00:00:00-05:00,178.20927699601495,180.2159400803048,178.10366237840054,179.76467895507812,27792200,0.0,0.0
2020-02-19 00:00:00-05:00,181.05474624697106,181.17027153557737,179.5239774113461,180.30380249023438,29997500,0.51,0.0
2020-02-20 00:00:00-05:00,179.98609487107367,180.27492278557878,174.35401664501535,177.5503387451172,36862400,0.0,0.0
2020-02-21 00:00:00-05:00,176.3468806261394,176.66458982573076,170.64740352376447,171.93748474121094,48572600,0.0,0.0
2020-02-24 00:00:00-05:00,161.52056263642433,168.04800609841428,157.1496696527235,164.5243377685547,68311100,0.0,0.0
2020-02-25 00:00:00-05:00,167.71105008264635,168.32720950612836,161.40503453098577,161.8094024658203,68073300,0.0,0.0
2020-02-26 00:00:00-05:00,163.388274302018,166.80602432464528,161.94414960837966,163.8311309814453,56206100,0.0,0.0
2020-02-27 00:00:00-05:00,157.23632963096597,160.80812373577942,152.09523370888542,152.28778076171875,93174900,0.0,0.0
2020-02-28 00:00:00-05:00,146.73270792552168,157.6117841509053,146.33797696196848,155.97509765625,97012700,0.0,0.0
2020-03-02 00:00:00-05:00,159.15218111707628,166.47870832853815,156.26393146247207,166.35354614257812,71030800,0.0,0.0
2020-03-03 00:00:00-05:00,167.3259115205755,168.48120829652973,156.21577104399998,158.3819580078125,71677000,0.0,0.0
2020-03-04 00:00:00-05:00,162.21374368732342,164.34141284132414,159.45064135287956,164.19700622558594,49814400,0.0,0.0
2020-03-05 00:00:00-05:00,159.8646555966765,164.50510339768286,159.5180649761963,160.0764617919922,47817300,0.0,0.0
2020-03-06 00:00:00-05:00,156.55275178106334,157.03412670017485,150.18897476279324,155.55149841308594,72821100,0.0,0.0
2020-03-09 00:00:00-04:00,145.37523381547138,151.87379559199078,144.41248392265368,145.00938415527344,70419300,0.0,0.0
2020-03-10 00:00:00-04:00,152.26853564098082,155.03162329697588,146.8963891563115,154.92572021484375,65354400,0.0,0.0
2020-03-11 00:00:00-04:00,151.27694381952435,151.82570379521385,145.519687039105,147.90731811523438,56371600,0.0,0.0
2020-03-12 00:00:00-04:00,139.8875538793489,147.75321826371515,133.41787381681274,133.87998962402344,93226400,0.0,0.0
2020-03-13 00:00:00-04:00,142.00561567238918,155.87884578682463,135.4877944871992,152.91357421875,92727400,0.0,0.0
2020-03-16 00:00:00-04:00,134.7849758053203,143.78669256561994,129.97122666941598,130.37557983398438,87905900,0.0,0.0
2020-03-17 00:00:00-04:00,134.78500068501623,142.00562572171353,129.97125066055136,141.1102752685547,81059800,0.0,0.0
2020-03-18 00:00:00-04:00,132.85948067513408,140.56147955485199,129.99049020575032,135.17007446289062,81593200,0.0,0.0
2020-03-19 00:00:00-04:00,137.45182087676568,144.5569058492211,133.82224928290324,137.39405822753906,85922700,0.0,0.0
2020-03-20 00:00:00-04:00,140.561500527142,141.6205314072733,130.79921607814686,132.2337188720703,84866200,0.0,0.0
2020-03-23 00:00:00-04:00,131.9063651584646,135.3337673151378,127.58362729145551,130.91473388671875,78975200,0.0,0.0
2020-03-24 00:00:00-04:00,138.39531209336724,144.0274054529787,136.00769621369432,142.8143310546875,82516700,0.0,0.0
2020-03-25 00:00:00-04:00,143.36306659262215,148.5811683944967,139.05957410109772,141.4471893310547,75638200,0.0,0.0
2020-03-26 00:00:00-04:00,142.8720829729805,150.82440675417416,142.84320165046657,150.29489135742188,64568100,0.0,0.0
2020-03-27 00:00:00-04:00,146.09729746148582,149.12033156269408,143.64228227611278,144.1236572265625,57042300,0.0,0.0
2020-03-30 00:00:00-04:00,146.7615692242531,154.61761044143387,144.42207977270965,154.26138305664062,63420300,0.0,0.0
2020-03-31 00:00:00-04:00,153.46233165876714,158.6419309389787,150.72812540655053,151.83529663085938,77927200,0.0,0.0
2020-04-01 00:00:00-04:00,147.3007556365782,151.87381831157,145.20196760765805,146.44390869140625,57969900,0.0,0.0
2020-04-02 00:00:00-04:00,146.20317354117043,149.6883228379516,144.759048956485,149.4765167236328,49630700,0.0,0.0
2020-04-03 00:00:00-04:00,149.32248874882958,151.5175569543181,146.52088351353146,148.09979248046875,41243300,0.0,0.0
2020-04-06 00:00:00-04:00,154.3480837764992,160.29787159886754,151.71014354392622,159.1136932373047,67111700,0.0,0.0
2020-04-07 00:00:00-04:00,163.27279140669475,163.66752248662348,157.17858130655057,157.4000244140625,62769000,0.0,0.0
2020-04-08 00:00:00-04:00,159.498760272865,160.46151008897965,157.4095949347438,158.9788818359375,48318200,0.0,0.0
2020-04-09 00:00:00-04:00,160.16311224223927,161.13548458516377,157.2459805230646,158.98855590820312,51385100,0.0,0.0
2020-04-13 00:00:00-04:00,158.22797817561658,159.40253442359173,156.25433761530422,159.34475708007812,41905300,0.0,0.0
2020-04-14 00:00:00-04:00,162.70470860587812,167.27776994243385,161.74195885081375,167.22962951660156,52874300,0.0,0.0
2020-04-15 00:00:00-04:00,164.8228155735967,167.10454331933488,162.9358335882884,165.4774932861328,40940800,0.0,0.0
2020-04-16 00:00:00-04:00,167.80731087612355,170.67630147110464,166.45945219892877,170.4452362060547,50479600,0.0,0.0
2020-04-17 00:00:00-04:00,172.8136279521185,173.29500296034166,169.31884069149046,171.94715881347656,52765600,0.0,0.0
2020-04-20 00:00:00-04:00,170.0505105202907,172.0915354991296,168.47160135563482,168.5389862060547,36669600,0.0,0.0
2020-04-21 00:00:00-04:00,167.03709166693034,167.20075737142216,159.92237117432362,161.5686798095703,56203700,0.0,0.0
2020-04-22 00:00:00-04:00,165.00571906010583,167.51849710428607,164.45695920859922,167.05638122558594,34620200,0.0,0.0
2020-04-23 00:00:00-04:00,167.6244068420639,168.53901642446948,164.5436097111401,165.03460693359375,32790800,0.0,0.0
2020-04-24 00:00:00-04:00,165.65075152286903,168.05762636120062,164.35104792440887,168.04800415039062,34277600,0.0,0.0
2020-04-27 00:00:00-04:00,170.0120135906238,170.31046373070907,166.8445726547011,167.56663513183594,33194400,0.0,0.0
2020-04-28 00:00:00-04:00,169.04926712825852,169.12628889026533,163.08022013152132,163.4845733642578,34392700,0.0,0.0
2020-04-29 00:00:00-04:00,166.76754034000336,171.0613967056614,165.4774589881974,170.82070922851562,51286600,0.0,0.0
2020-04-30 00:00:00-04:00,173.29497449361656,173.68006856077693,169.66540341452244,172.53440856933594,53875900,0.0,0.0
2020-05-01 00:00:00-04:00,169.25146976417872,171.9856765103035,167.52813886623062,168.06729125976562,39370500,0.0,0.0
2020-05-04 00:00:00-04:00,167.99022391395826,172.33222037910122,167.32592417767592,172.1781768798828,30372900,0.0,0.0
2020-05-05 00:00:00-04:00,173.89188796046093,176.80901907824207,173.1987068344141,174.02667236328125,36839200,0.0,0.0
2020-05-06 00:00:00-04:00,175.29748450726632,177.33850937256415,174.8642500374205,175.74034118652344,32139300,0.0,0.0
2020-05-07 00:00:00-04:00,177.30962398959946,177.6754736043879,175.77885537571476,176.7608642578125,28316000,0.0,0.0
2020-05-08 00:00:00-04:00,178.0895023952211,178.10876150977742,176.52985199536081,177.80067443847656,30877800,0.0,0.0
2020-05-11 00:00:00-04:00,176.32765197332856,180.52524245023616,176.03883873326512,179.783935546875,30892700,0.0,0.0
2020-05-12 00:00:00-04:00,179.8416766812316,180.0727272456428,175.5093023137574,175.7114715576172,32038200,0.0,0.0
2020-05-13 00:00:00-04:00,175.750008867573,177.19413381358362,169.9638721820353,173.05430603027344,44711500,0.0,0.0
2020-05-14 00:00:00-04:00,170.92659434490008,173.95926505249886,169.13587911549007,173.8052215576172,41873900,0.0,0.0
2020-05-15 00:00:00-04:00,172.3899847767038,180.09198353140803,170.40672244783096,176.33726501464844,46610400,0.0,0.0
2020-05-18 00:00:00-04:00,178.8308011495378,179.26403568396037,177.10748522269296,178.0220947265625,35264500,0.0,0.0
2020-05-19 00:00:00-04:00,178.13760835433584,179.64913271081988,176.65498000929298,176.78976440429688,26799100,0.0,0.0
2020-05-20 00:00:00-04:00,178.42136659040958,179.42542345043867,177.58144602449775,179.2419891357422,31261300,0.51,0.0
2020-05-21 00:00:00-04:00,178.99098191341943,180.21708395897258,176.953920999083,177.08908081054688,29119500,0.0,0.0
2020-05-22 00:00:00-04:00,176.85734469927345,178.0834464536856,176.2298055775976,177.16627502441406,20826900,0.0,0.0
2020-05-26 00:00:00-04:00,179.8984777608086,180.0529503153612,174.8396268153775,175.2933807373047,36073600,0.0,0.0
2020-05-27 00:00:00-04:00,173.97069489093604,175.6988249447352,170.49515149768075,175.52503967285156,39517100,0.0,0.0
2020-05-28 00:00:00-04:00,174.4920380381702,177.78414718997826,174.1444822216047,175.12921142578125,33810200,0.0,0.0
2020-05-29 00:00:00-04:00,176.41323959402422,177.90001189613292,174.1734468634145,176.91526794433594,42130400,0.0,0.0
2020-06-01 00:00:00-04:00,176.22979759764388,176.67390241335568,175.18714490761005,176.50978088378906,22622400,0.0,0.0
2020-06-02 00:00:00-04:00,177.88071038982324,178.60478383781438,175.0809656167823,178.5178985595703,30794600,0.0,0.0
2020-06-03 00:00:00-04:00,178.43098995156652,179.51226811183687,177.23385003747424,178.9523162841797,27311000,0.0,0.0
2020-06-04 00:00:00-04:00,177.92899487934145,179.41575262749836,175.99813224306277,176.59669494628906,28761800,0.0,0.0
2020-06-05 00:00:00-04:00,176.3070225306634,181.24037603427524,175.71810897120372,180.72869873046875,39893600,0.0,0.0
2020-06-08 00:00:00-04:00,179.51227586715737,182.03205183481944,178.06412909795645,181.84861755371094,33211600,0.0,0.0
2020-06-09 00:00:00-04:00,181.50105159424194,184.10771268683345,180.78662725809943,183.23883056640625,29783900,0.0,0.0
2020-06-10 00:00:00-04:00,184.52288751668843,191.65742417387406,184.40702574437938,190.03549194335938,43872300,0.0,0.0
2020-06-11 00:00:00-04:00,186.45373012348657,188.9928041316024,179.63778829061985,179.83087158203125,52854700,0.0,0.0
2020-06-12 00:00:00-04:00,183.95327212993448,185.09248871622628,178.7785598089785,181.2500762939453,43373600,0.0,0.0
2020-06-15 00:00:00-04:00,178.19933352584093,184.22363089851729,177.64903054462414,182.4086151123047,32770200,0.0,0.0
2020-06-16 00:00:00-04:00,186.2220086976639,188.81902077514528,184.8414492630143,186.87850952148438,42556700,0.0,0.0
